file_path	download_url	player_name	dob	position	draft_team	hand	height	weight	games_played	wins	losses	ties_ot_losses	minutes	shootouts	gaa	save_percentage	goals	assists	points	plus_minus	point_shares	penalty_minutes	shots_on_goal	game_winning_goals	title	full_name	birthplace	career_start	career_end	draft	draft_year	draft_team	current_league	national_team	current_team	nationality	date_of_birth	sex
./scraped/players/gaveyaa01.html	https://www.hockey-reference.com/players/g/gaveyaa01.html	Aaron Gavey	February 22, 1974	C	Tampa Bay	Left	188.0	85.0	360.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.0	50.0	91.0	-52.0	4.0	272.0	382.0	8.0	Aaron Gavey	Aaron Gavey	, Greater Sudbury	1994.0	2007.0	74th overall	1992	Tampa Bay Lightning	Deutsche Eishockey Liga			Canadian		
./scraped/players/harstaa01.html	https://www.hockey-reference.com/players/h/harstaa01.html	Aaron Harstad	April 27, 1992	D	Winnipeg		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/haydoaa01.html	https://www.hockey-reference.com/players/h/haydoaa01.html	Aaron Haydon	January 6, 1996	D	Dallas	Right	193.0	90.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/hugleaa01.html	https://www.hockey-reference.com/players/h/hugleaa01.html	Aaron Huglen	March 6, 2001	RW	Buffalo	Right	180.0	75.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/irvinaa01.html	https://www.hockey-reference.com/players/i/irvinaa01.html	Aaron Irving	March 3, 1996	D	Nashville	Right	185.0	83.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/johnsaa01.html	https://www.hockey-reference.com/players/j/johnsaa01.html	Aaron Johnson	April 30, 1983	D	Columbus	Left	185.0	92.0	291.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.0	45.0	62.0	1.0	13.3	227.0	263.0	3.0														
./scraped/players/lobbaa01.html	https://www.hockey-reference.com/players/l/lobbaa01.html	Aaron Lobb	June 10, 1983	RW	Tampa Bay		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/mackeaa01.html	https://www.hockey-reference.com/players/m/mackeaa01.html	Aaron MacKenzie	March 7, 1981	D		Left	185.0	88.0	5.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	1.0	0.2	0.0	3.0	0.0														
./scraped/players/marviaa01.html	https://www.hockey-reference.com/players/m/marviaa01.html	Aaron Marvin	May 27, 1988	F	Calgary		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/milleaa01.html	https://www.hockey-reference.com/players/m/milleaa01.html	Aaron Michael Miller	August 11, 1971	D	NY Rangers	Right	190.0	95.0	677.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.0	94.0	119.0	27.0	31.4	422.0	530.0	9.0	Aaron Miller (ice hockey)	Aaron Michael Miller	, New York	1993.0	2008.0	88th overall	1989	New York Rangers	National Hockey League	USA		American		
./scraped/players/nessaa01.html	https://www.hockey-reference.com/players/n/nessaa01.html	Aaron Ness	May 18, 1990	D	NY Islanders	Left	178.0	83.0	72.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	6.0	7.0	-7.0	1.2	22.0	51.0	0.0	Aaron Ness	Aaron Douglas Ness	Roseau, Minnesota, U.S.&lt;ref&gt;{{cite web	2011.0		40th overall	2008	New York Islanders	American Hockey League	USA	Hershey Bears	American		
./scraped/players/palusaa01.html	https://www.hockey-reference.com/players/p/palusaa01.html	Aaron Palushaj	September 7, 1989	RW	St. Louis	Right	183.0	84.0	68.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0	11.0	14.0	-1.0	0.8	18.0	71.0	0.0	Aaron Palushaj	Agron Aaron Palushaj	Livonia, Michigan, U.S.	2009.0	2021.0	44th overall	2007	St. Louis Blues		USA		right winger		
./scraped/players/pionkaa01.html	https://www.hockey-reference.com/players/p/pionkaa01.html	Aaron Pionk	January 16, 2003	D	Minnesota	Left	185.0	77.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/romeaa01.html	https://www.hockey-reference.com/players/r/romeaa01.html	Aaron Rome	September 27, 1983	D	Los Angeles	Left	185.0	98.0	226.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.0	22.0	28.0	-17.0	5.2	185.0	194.0	1.0	Aaron Rome	Aaron Rome	, Manitoba	2004.0	2015.0	104th overall	2002	Los Angeles Kings				Canadian		
./scraped/players/snowaa01.html	https://www.hockey-reference.com/players/s/snowaa01.html	Aaron Snow	May 20, 1988	LW	Dallas		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/volpaaa01.html	https://www.hockey-reference.com/players/v/volpaaa01.html	Aaron Volpatti	May 30, 1985	LW		Left	183.0	97.0	114.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.0	2.0	7.0	-8.0	-0.6	137.0	63.0	0.0	Aaron Volpatti	Anthony Aaron Volpatti	Revelstoke, British Columbia, Canada	2010.0	2015.0	Undrafted						Canadian		
./scraped/players/vorosaa01.html	https://www.hockey-reference.com/players/v/vorosaa01.html	Aaron Voros	July 2, 1981	C	New Jersey	Left	193.0	97.0	162.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.0	19.0	37.0	-22.0	2.7	395.0	148.0	2.0	Aaron Voros	Aaron Voros	, Vancouver	2003.0	2012.0	229th overall	2001	New Jersey Devils				Canadian		
./scraped/players/jamseaa01.html	https://www.hockey-reference.com/players/j/jamseaa01.html	Aatu Jamsen	July 22, 2002	RW	Los Angeles	Left	185.0	69.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/ratyaa01.html	https://www.hockey-reference.com/players/r/ratyaa01.html	Aatu RÃ	November 14, 2002	C	NY Islanders	Left	188.0	92.0	52.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0	6.0	15.0	1.0	1.6	20.0	51.0	0.0														
./scraped/players/wiebeab01.html	https://www.hockey-reference.com/players/w/wiebeab01.html	Abram Wiebe	August 28, 2003	D	Vegas	Left	188.0	84.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/almqvad01.html	https://www.hockey-reference.com/players/a/almqvad01.html	Adam Almqvist	February 27, 1991	D	Detroit		180.0	78.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.0	1.0	-1.0	0.2	0.0	2.0	0.0	Adam Almqvist	Adam Almqvist	Jönköping, Sweden	2012.0		210th overall	2009	Detroit Red Wings	Deutsche Eishockey Liga	&lt;!--Senior IIHF caps--&gt;	Kölner Haie			
./scraped/players/beckmad01.html	https://www.hockey-reference.com/players/b/beckmad01.html	Adam Beckman	May 10, 2001	LW	Minnesota	Left	188.0	82.0	23.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	3.0	3.0	-5.0	-0.3	14.0	26.0	0.0	Adam Beckman	Adam Beckman	Saskatoon, Canada	2020.0		75th overall	2019	Minnesota Wild	National Hockey League	&lt;!--Seniors caps only--&gt;	New York Islanders	Canadian		
./scraped/players/bennead01.html	https://www.hockey-reference.com/players/b/bennead01.html	Adam Bennett	March 30, 1971	D	Chicago	Right	193.0	93.0	69.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0	8.0	11.0	-9.0	2.8	69.0	78.0	0.0	Adam Bennett	Adam Bennett	Georgetown, Ontario, Canada	1990.0	1996.0	6th overall	1989	Chicago Blackhawks				Canadian		
./scraped/players/berkhad01.html	https://www.hockey-reference.com/players/b/berkhad01.html	Adam Berkhoel	May 16, 1981	G	Chicago	Left	180.0	83.0	9.0	2.0	4.0	1.0	473.0	0.0	3.8	0.882	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN	Adam Berkhoel	Adam James Berkhoel	Saint Paul, Minnesota, U.S.	2004.0	2010.0	240th overall	2000	Chicago Blackhawks				American		
./scraped/players/bertiad01.html	https://www.hockey-reference.com/players/b/bertiad01.html	Adam Berti	July 1, 1986	LW	Chicago	Left	190.0	89.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Adam Berti	Adam Berti	, Toronto	2006.0	2010.0	68th overall	2004	Chicago Blackhawks				Canadian		
./scraped/players/boqviad01.html	https://www.hockey-reference.com/players/b/boqviad01.html	Adam Boqvist	August 15, 2000	D	Chicago	Right	183.0	88.0	244.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.0	72.0	99.0	-50.0	12.3	50.0	306.0	3.0	Adam Boqvist	Adam Boqvist	Falun, Sweden	2017.0		8th overall	2018	Chicago Blackhawks	National Hockey League		New York Islanders	Swedish		
./scraped/players/brookad01.html	https://www.hockey-reference.com/players/b/brookad01.html	Adam Brooks	May 6, 1996	C	Toronto	Left	183.0	81.0	43.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.0	5.0	11.0	7.0	1.3	2.0	26.0	2.0	Adam Brooks (ice hockey)	Adam Brooks	Winnipeg, Canada	2017.0		92nd overall	2016	Toronto Maple Leafs	Deutsche Eishockey Liga		EHC Red Bull München	Canadian		
./scraped/players/brownad01.html	https://www.hockey-reference.com/players/b/brownad01.html	Adam Brown	February 4, 1920	LW		Left	175.0	79.0	392.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.0	114.0	218.0	NaN	15.1	378.0	NaN	15.0	Adam Brown (ice hockey)	Adam Brown	Johnstone, United Kingdom	1941.0	1952.0									
./scraped/players/burisad01.html	https://www.hockey-reference.com/players/b/burisad01.html	Adam Burish	January 6, 1983	RW	Chicago	Right	185.0	88.0	378.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.0	33.0	60.0	-21.0	0.9	554.0	414.0	5.0	Adam Burish	Adam Mark Burish										American		
./scraped/players/burtad01.html	https://www.hockey-reference.com/players/b/burtad01.html	Adam Burt	January 15, 1969	D	Hartford	Left	188.0	92.0	737.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.0	115.0	152.0	-52.0	34.0	961.0	815.0	5.0	Adam Burt	Adam Lee Burt	Detroit, U.S.	1989.0	2001.0	39th overall	1987	Hartford Whalers		USA		American		
./scraped/players/clendad01.html	https://www.hockey-reference.com/players/c/clendad01.html	Adam Clendening	October 26, 1992	D	Chicago	Right	183.0	87.0	90.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.0	20.0	24.0	11.0	5.1	49.0	105.0	0.0	Adam Clendening	Adam Clendening	Niagara Falls, New York, U.S.	2012.0		36th overall	2011	Chicago Blackhawks	Kontinental Hockey League	USA	Shanghai Dragons (ice hockey)	American		
./scraped/players/comriad01.html	https://www.hockey-reference.com/players/c/comriad01.html	Adam Comrie	July 31, 1990	D	Florida	Left	193.0	99.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Adam Comrie	Adam Comrie	Kanata, Ontario, Canada	2010.0	2020.0	80th overall	2008	Florida Panthers						
./scraped/players/courcad01.html	https://www.hockey-reference.com/players/c/courcad01.html	Adam Courchaine	May 23, 1984	C	Minnesota		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Adam Courchaine	Adam Courchaine	Winnipeg, Canada	2005.0	2018.0	219th overall	2003	Minnesota Wild				Canadian		
./scraped/players/crackad01.html	https://www.hockey-reference.com/players/c/crackad01.html	Adam Cracknell	July 15, 1985	RW	Calgary	Right	190.0	94.0	210.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.0	22.0	43.0	3.0	3.7	46.0	245.0	3.0	Adam Cracknell	Adam Cracknell	Prince Albert, Saskatchewan, Canada	2006.0		279th overall	2004	Calgary Flames	Slovak Extraliga	CAN	HK Poprad	Canadian		
./scraped/players/creigad01.html	https://www.hockey-reference.com/players/c/creigad01.html	Adam Creighton	June 2, 1965	C	Buffalo	Left	196.0	99.0	708.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	187.0	216.0	403.0	-18.0	27.6	1077.0	1229.0	26.0	Adam Creighton (ice hockey)	Adam Creighton	, Ontario	1984.0	1999.0	11th overall	1983	Buffalo Sabres		}}		Canadian		
./scraped/players/footead01.html	https://www.hockey-reference.com/players/f/footead01.html	Adam David Vernon Foote	July 10, 1971	D	Quebec	Right	188.0	99.0	1154.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.0	242.0	308.0	99.0	71.5	1534.0	1128.0	10.0	Adam Foote	Adam David Vernon Foote	Toronto, Canada	1992.0	2011.0	22nd overall	1989	Quebec Nordiques		CAN		Canadian		
./scraped/players/deadmad01.html	https://www.hockey-reference.com/players/d/deadmad01.html	Adam Deadmarsh	May 10, 1975	RW	Quebec	Right	183.0	92.0	567.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	184.0	189.0	373.0	43.0	39.5	819.0	1209.0	27.0	Adam Deadmarsh	Adam Richard Deadmarsh	, British Columbia	1994.0	2003.0	14th overall	1993	Quebec Nordiques		United States		Canadian		
./scraped/players/denniad01.html	https://www.hockey-reference.com/players/d/denniad01.html	Adam Dennis	February 8, 1985	G	Buffalo		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/edstrad01.html	https://www.hockey-reference.com/players/e/edstrad01.html	Adam Edstrom	October 12, 2000	C	NY Rangers	Left	201.0	105.0	69.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.0	6.0	13.0	-2.0	0.9	29.0	53.0	2.0														
./scraped/players/engstad01.html	https://www.hockey-reference.com/players/e/engstad01.html	Adam Engstrom	November 17, 2003	D	Montreal	Left	188.0	87.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/ernead01.html	https://www.hockey-reference.com/players/e/ernead01.html	Adam Erne	April 20, 1995	LW	Tampa Bay	Left	185.0	94.0	379.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.0	50.0	91.0	-59.0	3.6	180.0	449.0	7.0	Adam Erne	Adam Dennis Erne	New Haven, Connecticut, U.S.	2015.0		33rd overall	2013	Tampa Bay Lightning	National Hockey League		Dallas Stars	American		
./scraped/players/fantiad01.html	https://www.hockey-reference.com/players/f/fantiad01.html	Adam Fantilli	October 12, 2004	C	Columbus	Left	188.0	92.0	132.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.0	38.0	81.0	-18.0	7.6	34.0	309.0	4.0	Adam Fantilli	Adamo Giuliano Fantilli	Nobleton, Ontario, Canada	2023.0		3rd overall	2023	Columbus Blue Jackets	National Hockey League	Canada	Columbus Blue Jackets	Canadian		
./scraped/players/foxad01.html	https://www.hockey-reference.com/players/f/foxad01.html	Adam Fox	February 17, 1998	D	Calgary	Right	180.0	83.0	438.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.0	309.0	375.0	118.0	60.7	176.0	835.0	20.0	Adam Fox	Adam Fox	Jericho, New York, U.S.	2019.0		66th overall	2016	Calgary Flames	National Hockey League	USA	New York Rangers	American		
./scraped/players/gajanad01.html	https://www.hockey-reference.com/players/g/gajanad01.html	Adam Gajan	May 6, 2004	G	Chicago	Left	190.0	75.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/gaudead01.html	https://www.hockey-reference.com/players/g/gaudead01.html	Adam Gaudette	October 3, 1996	C	Vancouver	Right	185.0	86.0	302.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.0	50.0	96.0	-26.0	8.1	102.0	389.0	7.0	Adam Gaudette	Adam Gaudette	, Massachusetts	2018.0		149th overall	2015	Vancouver Canucks	National Hockey League	USA	San Jose Sharks	American		
./scraped/players/gilmoad01.html	https://www.hockey-reference.com/players/g/gilmoad01.html	Adam Gilmour	January 29, 1994	C	Minnesota		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/ginniad01.html	https://www.hockey-reference.com/players/g/ginniad01.html	Adam Ginning	January 13, 2000	D	Philadelphia	Left	190.0	88.0	12.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.0	1.0	-1.0	0.4	2.0	8.0	0.0	Adam Ginning	Adam Ginning	Linköping, Sweden	2017.0		50th overall	2018	Philadelphia Flyers	National Hockey League		Philadelphia Flyers	Swedish		
./scraped/players/gravead01.html	https://www.hockey-reference.com/players/g/gravead01.html	Adam Graves	April 12, 1968	LW	Detroit	Left	183.0	92.0	1152.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	329.0	287.0	616.0	-25.0	52.5	1224.0	2855.0	40.0	Adam Graves	Adam Scott Graves	Tecumseh, Ontario, Canada	1987.0	2003.0	22nd overall	1986	Detroit Red Wings		CAN		Canadian		
./scraped/players/hallad01.html	https://www.hockey-reference.com/players/h/hallad01.html	Adam Hall	August 14, 1980	RW	Nashville	Right	188.0	96.0	682.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.0	87.0	156.0	-76.0	5.3	282.0	978.0	10.0	Adam Hall	Adam John Hall	Kalamazoo, Michigan, U.S.	2002.0	2017.0	52nd overall	1999	Nashville Predators		USA		American		
./scraped/players/hausead01.html	https://www.hockey-reference.com/players/h/hausead01.html	Adam Hauser	May 27, 1980	G	Edmonton	Left	188.0	88.0	1.0	0.0	0.0	0.0	51.0	0.0	7.08	0.75	NaN	NaN	NaN	NaN	-0.2	NaN	NaN	NaN	Adam Hauser	Adam Aaron Hauser	, Minnesota	2002.0	2012.0	81st overall	1999	Edmonton Oilers				American		
./scraped/players/helewad01.html	https://www.hockey-reference.com/players/h/helewad01.html	Adam Helewka	July 21, 1995	LW	San Jose	Left	188.0	92.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Adam Helewka	Adam Helewka	Burnaby, Canada	2016.0		106th overall	2015	San Jose Sharks	ICE Hockey League		HC Bolzano	Canadian		
./scraped/players/henriad02.html	https://www.hockey-reference.com/players/h/henriad02.html	Adam Henrich	January 19, 1984	LW	Tampa Bay		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Adam Henrich	Adam Henrich	, Ontario	2004.0	2014.0	60th overall	2002	Tampa Bay Lightning				Canadian		
./scraped/players/henriad01.html	https://www.hockey-reference.com/players/h/henriad01.html	Adam Henrique	February 6, 1990	C	New Jersey	Left	183.0	88.0	998.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	276.0	283.0	559.0	-9.0	61.9	304.0	1807.0	44.0	Adam Henrique	Adam Henrique	Brantford, Ontario, Canada	2010.0		82nd overall	2008	New Jersey Devils	National Hockey League	CAN	Edmonton Oilers	Canadian		
./scraped/players/hobsoad01.html	https://www.hockey-reference.com/players/h/hobsoad01.html	Adam Hobson	January 9, 1987	C	Chicago		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/huskaad01.html	https://www.hockey-reference.com/players/h/huskaad01.html	Adam Huska	May 12, 1997	G	NY Rangers	Left	NaN	NaN	1.0	0.0	1.0	0.0	60.0	0.0	7.04	0.821	NaN	NaN	NaN	NaN	-0.1	NaN	NaN	NaN														
./scraped/players/ingraad01.html	https://www.hockey-reference.com/players/i/ingraad01.html	Adam Ingram	October 14, 2003	C	Nashville	Left	188.0	73.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/janosad01.html	https://www.hockey-reference.com/players/j/janosad01.html	Adam Janosik	September 7, 1992	D	Tampa Bay		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN														
./scraped/players/johnsad01.html	https://www.hockey-reference.com/players/j/johnsad01.html	Adam Johnson	June 22, 1994	C		Left	183.0	79.0	13.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	3.0	4.0	1.0	0.4	2.0	8.0	0.0														
./scraped/players/klapkad01.html	https://www.hockey-reference.com/players/k/klapkad01.html	Adam Klapka	September 14, 2000	F		Right	203.0	106.0	43.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.0	5.0	12.0	-5.0	1.2	64.0	51.0	0.0	Adam Klapka	Adam Klapka	Prague, Czech Republic	2021.0		Undrafted			National Hockey League		Calgary Flames	Czech		
./scraped/players/larssad01.html	https://www.hockey-reference.com/players/l/larssad01.html	Adam Larsson	November 12, 1992	D	New Jersey	Right	190.0	93.0	931.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.0	190.0	242.0	51.0	55.9	535.0	1186.0	11.0	Adam Larsson	Nils Erik Adam Larsson	Skellefteå, Sweden	2009.0		4th overall	2011	New Jersey Devils	National Hockey League	SWE	Seattle Kraken	Swedish		
./scraped/players/lowryad01.html	https://www.hockey-reference.com/players/l/lowryad01.html	Adam Lowry	March 29, 1993	LW	Winnipeg	Left	196.0	95.0	775.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.0	152.0	273.0	50.0	22.2	420.0	1081.0	20.0	Adam Lowry	Adam Lowry	St. Louis, U.S.	2013.0		67th overall	2011	Winnipeg Jets	National Hockey League	CAN	Winnipeg Jets	Canadian		
./scraped/players/mairad01.html	https://www.hockey-reference.com/players/m/mairad01.html	Adam Mair	February 15, 1979	C	Toronto	Right	185.0	94.0	615.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.0	76.0	114.0	-26.0	5.5	829.0	579.0	5.0	Adam Mair	Adam Mair	Hamilton, Ontario, Canada	1999.0	2012.0	84th overall	1997	Toronto Maple Leafs				Canadian		
