file_path	download_url	player_name	dob	position	draft_team	hand	height	weight	games_played	wins	losses	ties_ot_losses	minutes	shootouts	gaa	save_percentage	goals	assists	points	plus_minus	point_shares	penalty_minutes	shots_on_goal	game_winning_goals
./scraped/players/abeltko01.html	https://www.hockey-reference.com/players/a/abeltko01.html	Konrad Abeltshauser	September 2, 1992	D	San Jose	""	196.0	102.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/abergpo01.html	https://www.hockey-reference.com/players/a/abergpo01.html	Pontus Ã	September 23, 1993	LW	Nashville	Right	183.0	87.0	132.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.0	27.0	44.0	-7.0	3.2	34.0	187.0	4.0
./scraped/players/abgrade01.html	https://www.hockey-reference.com/players/a/abgrade01.html	Dennis Harvey Abgrall	April 24, 1953	RW	Los Angeles	Right	185.0	81.0	13.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	2.0	2.0	-7.0	-0.4	4.0	9.0	0.0
./scraped/players/abidra01.html	https://www.hockey-reference.com/players/a/abidra01.html	Ramzi Abid	March 24, 1980	LW	Colorado	Left	188.0	95.0	68.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.0	16.0	30.0	-11.0	2.8	78.0	112.0	4.0
./scraped/players/abneyca01.html	https://www.hockey-reference.com/players/a/abneyca01.html	Cameron Abney	May 23, 1991	RW	Edmonton	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/abolsro01.html	https://www.hockey-reference.com/players/a/abolsro01.html	Rodrigo Abols	January 5, 1996	C	Vancouver	Left	193.0	93.0	23.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0	3.0	5.0	-11.0	-0.1	4.0	26.0	0.0
./scraped/players/abrahch01.html	https://www.hockey-reference.com/players/a/abrahch01.html	Christer Abrahamsson	April 8, 1947	G		Left	183.0	81.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/abrahth01.html	https://www.hockey-reference.com/players/a/abrahth01.html	Thommy Ulf Abrahamsson	April 8, 1947	D		Left	188.0	83.0	32.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.0	11.0	17.0	-3.0	2.5	16.0	66.0	1.0
./scraped/players/abrammi01.html	https://www.hockey-reference.com/players/a/abrammi01.html	Mikhail Abramov	March 26, 2001	C	Toronto	Left	180.0	77.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/abramvi01.html	https://www.hockey-reference.com/players/a/abramvi01.html	Vitaly Abramov	May 8, 1998	RW	Columbus	Left	175.0	77.0	5.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.0	1.0	-3.0	0.0	2.0	3.0	0.0
./scraped/players/abruzni01.html	https://www.hockey-reference.com/players/a/abruzni01.html	Nicholas Abruzzese	June 4, 1999	C	Toronto	Left	180.0	83.0	11.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	2.0	3.0	0.0	0.2	2.0	10.0	1.0
./scraped/players/acciano01.html	https://www.hockey-reference.com/players/a/acciano01.html	Noel Acciari	December 1, 1991	C		Right	180.0	92.0	523.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.0	52.0	120.0	-41.0	5.4	170.0	657.0	12.0
./scraped/players/achtyge01.html	https://www.hockey-reference.com/players/a/achtyge01.html	Eugene Edward Achtymichuk	September 7, 1932	C		Left	180.0	77.0	32.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0	5.0	8.0	NaN	0.1	2.0	NaN	0.0
./scraped/players/acombdo01.html	https://www.hockey-reference.com/players/a/acombdo01.html	Douglas Raymond Acomb	May 15, 1949	C		Left	180.0	74.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	1.0	1.0	1.0	0.1	0.0	0.0	0.0
./scraped/players/actonke01.html	https://www.hockey-reference.com/players/a/actonke01.html	Keith Edward Acton	April 15, 1958	C	Montreal	Left	173.0	77.0	1023.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	226.0	358.0	584.0	-28.0	29.9	1172.0	1691.0	29.0
./scraped/players/actonwi01.html	https://www.hockey-reference.com/players/a/actonwi01.html	Will Acton	July 16, 1987	C		""	185.0	90.0	33.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0	2.0	5.0	-4.0	0.3	26.0	20.0	1.0
./scraped/players/adairji01.html	https://www.hockey-reference.com/players/a/adairji01.html	James Albert John Adair	September 29, 1948	C		Left	180.0	81.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/adamdo01.html	https://www.hockey-reference.com/players/a/adamdo01.html	Douglas Patrick Adam	September 7, 1923	LW		Left	180.0	74.0	4.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	1.0	1.0	NaN	0.0	0.0	NaN	0.0
./scraped/players/adamlu01.html	https://www.hockey-reference.com/players/a/adamlu01.html	Luke Adam	June 18, 1990	C	Buffalo	Left	188.0	93.0	90.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.0	11.0	26.0	-11.0	2.3	36.0	138.0	1.0
./scraped/players/adamru01.html	https://www.hockey-reference.com/players/a/adamru01.html	Russell Norman Adam	May 5, 1961	C	Toronto	Left	178.0	83.0	8.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	2.0	3.0	-3.0	0.0	11.0	4.0	0.0
./scraped/players/adamipe01.html	https://www.hockey-reference.com/players/a/adamipe01.html	Petr Adamik	March 29, 1952	D		Left	178.0	89.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.0	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/adamsbr01.html	https://www.hockey-reference.com/players/a/adamsbr01.html	Bryan Adams	March 20, 1977	C		Left	183.0	83.0	11.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	1.0	1.0	-5.0	-0.3	2.0	4.0	0.0
./scraped/players/adamsco01.html	https://www.hockey-reference.com/players/a/adamsco01.html	Collin Adams	April 24, 1998	LW	NY Islanders	Left	175.0	88.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/adamscr01.html	https://www.hockey-reference.com/players/a/adamscr01.html	Craig Adams	April 26, 1977	RW	Hartford	Right	183.0	89.0	951.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.0	105.0	160.0	-82.0	1.9	683.0	918.0	7.0
./scraped/players/adamsgr01.html	https://www.hockey-reference.com/players/a/adamsgr01.html	Gregory Daren Adams	August 15, 1963	LW		Left	190.0	88.0	1056.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	355.0	388.0	743.0	-48.0	62.5	321.0	2325.0	31.0
./scraped/players/adamsgr02.html	https://www.hockey-reference.com/players/a/adamsgr02.html	Gregory Daren Adams	August 15, 1963	LW		Left	190.0	88.0	1056.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	355.0	388.0	743.0	-48.0	62.5	321.0	2325.0	31.0
./scraped/players/adamsja01.html	https://www.hockey-reference.com/players/a/adamsja01.html	John James Adams	June 14, 1894	C		Right	175.0	79.0	173.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.0	44.0	125.0	NaN	20.9	384.0	NaN	12.0
./scraped/players/adamsjo04.html	https://www.hockey-reference.com/players/a/adamsjo04.html	Johan Adams	February 5, 1997	RW	Detroit	Right	196.0	92.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/adamsjo03.html	https://www.hockey-reference.com/players/a/adamsjo03.html	John Adams	December 21, 1982	D	Buffalo	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/adamsjo01.html	https://www.hockey-reference.com/players/a/adamsjo01.html	John Matthew Adams	July 27, 1946	G		Left	183.0	90.0	22.0	9.0	10.0	1.0	1180.0	1.0	4.32	0.877	NaN	NaN	NaN	NaN	1.5	NaN	NaN	NaN
./scraped/players/adamsjo02.html	https://www.hockey-reference.com/players/a/adamsjo02.html	John Matthew Adams	July 27, 1946	G		Left	183.0	90.0	22.0	9.0	10.0	1.0	1180.0	1.0	4.32	0.877	NaN	NaN	NaN	NaN	1.5	NaN	NaN	NaN
./scraped/players/adamske01.html	https://www.hockey-reference.com/players/a/adamske01.html	Kevyn W. Adams	October 8, 1974	C	Boston	Right	185.0	90.0	540.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.0	77.0	136.0	-38.0	7.6	317.0	876.0	8.0
./scraped/players/adamsma01.html	https://www.hockey-reference.com/players/a/adamsma01.html	Mark Adams	May 23, 1991	D	Buffalo	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/adamsst01.html	https://www.hockey-reference.com/players/a/adamsst01.html	Stewart Alexander Adams	October 16, 1904	LW		Left	178.0	74.0	93.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0	26.0	35.0	NaN	2.5	70.0	NaN	1.0
./scraped/players/addisca01.html	https://www.hockey-reference.com/players/a/addisca01.html	Calen Addison	April 11, 2000	D	Pittsburgh	Right	180.0	78.0	152.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.0	44.0	50.0	-59.0	4.2	96.0	191.0	1.0
./scraped/players/addisje01.html	https://www.hockey-reference.com/players/a/addisje01.html	Jeremiah Addison	October 21, 1996	LW	Montreal	Left	183.0	83.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/adduora01.html	https://www.hockey-reference.com/players/a/adduora01.html	Raymond Peter Adduono	January 21, 1947	C		Left	175.0	72.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/adduori01.html	https://www.hockey-reference.com/players/a/adduori01.html	Rick Norman Adduono	January 25, 1955	C	Boston	""	180.0	82.0	4.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	-2.0	-0.2	2.0	1.0	0.0
./scraped/players/aebisda01.html	https://www.hockey-reference.com/players/a/aebisda01.html	David Aebischer	February 7, 1978	G	Colorado	Left	185.0	83.0	214.0	106.0	74.0	17.0	12230.0	13.0	2.52	0.912	NaN	NaN	NaN	NaN	39.1	NaN	NaN	NaN
./scraped/players/afanadm01.html	https://www.hockey-reference.com/players/a/afanadm01.html	Dmitry Afanasenkov	May 12, 1980	LW	Tampa Bay	Right	188.0	94.0	227.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.0	27.0	54.0	-36.0	2.8	52.0	281.0	1.0
./scraped/players/afanaeg01.html	https://www.hockey-reference.com/players/a/afanaeg01.html	Egor  Afanasyev	January 23, 2001	LW	Nashville	Left	190.0	90.0	19.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.0	1.0	-8.0	-0.4	2.0	26.0	0.0
./scraped/players/afflebr01.html	https://www.hockey-reference.com/players/a/afflebr01.html	Bruce Robert Affleck	May 5, 1954	D	California	Left	183.0	92.0	280.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.0	66.0	80.0	-82.0	12.5	86.0	368.0	2.0
./scraped/players/afinoma01.html	https://www.hockey-reference.com/players/a/afinoma01.html	Maxim Sergeyevich Afinogenov	September 4, 1979	RW	Buffalo	Left	183.0	86.0	651.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	158.0	237.0	395.0	-43.0	38.9	486.0	1557.0	23.0
./scraped/players/agnewji01.html	https://www.hockey-reference.com/players/a/agnewji01.html	James Agnew	March 21, 1966	D	Vancouver	Left	185.0	86.0	81.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	1.0	1.0	-9.0	2.0	257.0	32.0	0.0
./scraped/players/agostke01.html	https://www.hockey-reference.com/players/a/agostke01.html	Kenny Agostino	April 30, 1992	LW	Pittsburgh	Left	183.0	90.0	86.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.0	22.0	30.0	-8.0	1.9	40.0	122.0	0.0
./scraped/players/agozzan01.html	https://www.hockey-reference.com/players/a/agozzan01.html	Andrew Agozzino	January 3, 1991	LW		Left	178.0	84.0	52.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0	9.0	12.0	4.0	1.0	4.0	38.0	0.0
./scraped/players/ahacla01.html	https://www.hockey-reference.com/players/a/ahacla01.html	Layton Ahac	February 22, 2001	D	Vegas	Left	188.0	83.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/ahcanja01.html	https://www.hockey-reference.com/players/a/ahcanja01.html	Jack Ahcan	May 18, 1997	D		Left	173.0	81.0	11.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.0	1.0	-6.0	0.0	2.0	11.0	0.0
./scraped/players/ahearke01.html	https://www.hockey-reference.com/players/a/ahearke01.html	Kevin Joseph Ahearn	June 20, 1948	LW		Left	178.0	72.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/ahernfr01.html	https://www.hockey-reference.com/players/a/ahernfr01.html	Frederick Vincent	February 12, 1952	RW		Right	183.0	81.0	146.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.0	30.0	61.0	-47.0	2.4	130.0	246.0	6.0
./scraped/players/ahlfi01.html	https://www.hockey-reference.com/players/a/ahlfi01.html	Filip Ahl	June 12, 1997	LW	Ottawa	Left	190.0	95.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/ahlinru01.html	https://www.hockey-reference.com/players/a/ahlinru01.html	Anthony Rudolph Ahlin	December 13, 1908	LW		Left	180.0	79.0	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0
./scraped/players/ahneljo01.html	https://www.hockey-reference.com/players/a/ahneljo01.html	Jonas Ahnelov	December 11, 1987	LW	Phoenix	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/ahose01.html	https://www.hockey-reference.com/players/a/ahose01.html	Sebastian Aho	February 17, 1996	D	NY Islanders	Left	178.0	79.0	190.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.0	39.0	50.0	-10.0	8.1	52.0	199.0	0.0
./scraped/players/ahose02.html	https://www.hockey-reference.com/players/a/ahose02.html	Sebastian Aho	February 17, 1996	D	NY Islanders	Left	178.0	79.0	190.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.0	39.0	50.0	-10.0	8.1	52.0	199.0	0.0
./scraped/players/aholape01.html	https://www.hockey-reference.com/players/a/aholape01.html	Peter Kristian Ahola	May 14, 1968	D		Left	190.0	92.0	123.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.0	17.0	27.0	2.0	6.0	137.0	115.0	0.0
./scraped/players/ahrench01.html	https://www.hockey-reference.com/players/a/ahrench01.html	Christopher Alfred Ahrens	July 31, 1952	D	Minnesota	Right	183.0	83.0	52.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	3.0	3.0	-26.0	0.5	84.0	26.0	0.0
./scraped/players/aiellan01.html	https://www.hockey-reference.com/players/a/aiellan01.html	Anthony Aiello	May 19, 1986	D	Minnesota	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/aikendo01.html	https://www.hockey-reference.com/players/a/aikendo01.html	Donald John Judson Aiken	January 1, 1932	G		Left	180.0	74.0	1.0	0.0	1.0	0.0	34.0	0.0	10.67	0.667	NaN	NaN	NaN	NaN	-0.4	NaN	NaN	NaN
./scraped/players/aikinju01.html	https://www.hockey-reference.com/players/a/aikinju01.html	Justin Aikins	January 12, 1982	C	Columbus	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/ailsbll01.html	https://www.hockey-reference.com/players/a/ailsbll01.html	Harold Lloyd Ailsby	May 11, 1917	D		Left	180.0	87.0	3.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.1	2.0	NaN	0.0
./scraped/players/airolsa01.html	https://www.hockey-reference.com/players/a/airolsa01.html	Santeri Airola	June 29, 2000	D	Pittsburgh	Right	180.0	73.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/aitkebr01.html	https://www.hockey-reference.com/players/a/aitkebr01.html	Bradley E. Aitken	October 30, 1967	LW	Pittsburgh	Left	188.0	90.0	14.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	3.0	4.0	-2.0	-0.1	25.0	7.0	0.0
./scraped/players/aitkejo01.html	https://www.hockey-reference.com/players/a/aitkejo01.html	Johnathan James Aitken	May 24, 1978	D	Boston	Left	193.0	104.0	44.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	1.0	1.0	-12.0	0.0	70.0	39.0	0.0
./scraped/players/aitkean01.html	https://www.hockey-reference.com/players/a/aitkean01.html	Andrew Aitkenhead	March 6, 1904	G		Left	175.0	65.0	106.0	47.0	43.0	16.0	6570.0	11.0	2.35	NaN	NaN	NaN	NaN	NaN	16.5	NaN	NaN	NaN
./scraped/players/aittosa01.html	https://www.hockey-reference.com/players/a/aittosa01.html	Sami Aittokallio	August 6, 1992	G	Colorado	""	185.0	78.0	2.0	0.0	1.0	0.0	89.0	0.0	3.36	0.884	NaN	NaN	NaN	NaN	0.1	NaN	NaN	NaN
./scraped/players/aivazmi01.html	https://www.hockey-reference.com/players/a/aivazmi01.html	Micah Aivazoff	May 4, 1969	C	Los Angeles	Left	183.0	88.0	92.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.0	6.0	10.0	-9.0	-1.8	46.0	66.0	0.0
./scraped/players/akerlma01.html	https://www.hockey-reference.com/players/a/akerlma01.html	Magnus Akerlund	April 25, 1986	G	Carolina	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/akesoja01.html	https://www.hockey-reference.com/players/a/akesoja01.html	Jason Akeson	June 3, 1990	RW		Right	178.0	86.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	1.0	2.0	2.0	0.2	8.0	13.0	0.0
./scraped/players/akeybe01.html	https://www.hockey-reference.com/players/a/akeybe01.html	Beau Akey	February 11, 2005	D	Edmonton	Right	183.0	78.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/akhtyar01.html	https://www.hockey-reference.com/players/a/akhtyar01.html	Artur Akhtyamov	October 31, 2001	G	Toronto	Left	188.0	77.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/akkanka01.html	https://www.hockey-reference.com/players/a/akkanka01.html	Karri Akkanen	January 29, 1984	RW	Tampa Bay	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/alatami01.html	https://www.hockey-reference.com/players/a/alatami01.html	Mika Antero Alatalo	June 11, 1971	LW	Winnipeg	Left	183.0	91.0	152.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.0	29.0	46.0	-2.0	3.2	58.0	171.0	2.0
./scraped/players/albelto01.html	https://www.hockey-reference.com/players/a/albelto01.html	Tommy Albelin	May 21, 1964	D	Quebec	Left	188.0	88.0	952.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.0	211.0	255.0	52.0	55.0	417.0	1137.0	8.0
./scraped/players/alberjo01.html	https://www.hockey-reference.com/players/a/alberjo01.html	John Albert	January 19, 1989	C	Atlanta	""	180.0	86.0	9.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.0	1.0	-3.0	0.0	0.0	5.0	0.0
./scraped/players/alberan01.html	https://www.hockey-reference.com/players/a/alberan01.html	Andrew James Alberts	June 30, 1981	D	Boston	Left	196.0	93.0	459.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.0	47.0	55.0	2.0	13.4	492.0	252.0	2.0
./scraped/players/albricl01.html	https://www.hockey-reference.com/players/a/albricl01.html	Clinton Howard Albright	February 28, 1926	C		Left	188.0	81.0	59.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.0	5.0	19.0	NaN	1.5	19.0	NaN	1.0
./scraped/players/alcenjo01.html	https://www.hockey-reference.com/players/a/alcenjo01.html	Johan Alcen	March 11, 1988	RW	Colorado	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/aldcoga01.html	https://www.hockey-reference.com/players/a/aldcoga01.html	Gary William Aldcorn	March 7, 1935	LW		Left	180.0	77.0	226.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.0	56.0	97.0	11.0	6.0	78.0	233.0	6.0
./scraped/players/aldrike01.html	https://www.hockey-reference.com/players/a/aldrike01.html	Keith Aldridge	July 20, 1973	D		Right	180.0	83.0	4.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	1.0	0.2	0.0	6.0	0.0
./scraped/players/alenju01.html	https://www.hockey-reference.com/players/a/alenju01.html	Juha Alen	October 25, 1981	D	Anaheim	""	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/alexacl01.html	https://www.hockey-reference.com/players/a/alexacl01.html	Claire Arthur Alexander	June 16, 1945	D		Right	185.0	79.0	155.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.0	47.0	65.0	1.0	10.7	36.0	302.0	1.0
./scraped/players/alexaga01.html	https://www.hockey-reference.com/players/a/alexaga01.html	Gage Alexander	July 2, 2002	G	Anaheim	Left	198.0	92.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
./scraped/players/alexaje01.html	https://www.hockey-reference.com/players/a/alexaje01.html	Jett Alexander	November 8, 1999	G		Left	196.0	97.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN
./scraped/players/alexaar01.html	https://www.hockey-reference.com/players/a/alexaar01.html	Arthur Alexandre	March 2, 1909	LW		Right	165.0	68.0	11.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	2.0	2.0	NaN	-0.1	0.0	NaN	0.0
